0,2.7109215e-10,1.0001885,31.78077
100,4.6367354e-10,1.0192093,31.03362
200,3.3173997e-10,1.0416757,31.548134
300,1.9656987e-10,1.0621958,32.331287
400,1.555236e-10,1.082092,32.695972
500,2.0348523e-10,1.0863872,32.313896
600,3.5011816e-10,1.2656394,31.751305
700,2.7264946e-10,1.4285382,32.286774
800,1.1828227e-10,1.6627328,33.7106
900,4.440004e-10,1.7033716,31.837112
1000,3.1672798e-10,1.7742509,32.383247
1100,4.529188e-10,1.8982918,31.964731
1200,1.7557888e-09,2.106037,30.159763
1300,4.4046544e-10,2.153259,32.186775
1400,1.5410127e-09,2.2388132,30.436209
1500,8.176464e-10,2.2718961,31.3717
1600,6.547154e-10,2.3536944,31.74334
1700,1.5484236e-10,2.4049535,33.85449
1800,7.226886e-11,2.496952,35.008003
1900,9.305662e-10,2.556567,31.35538
2000,1.2183765e-10,2.6834323,34.358402
2100,1.2027286e-09,2.6633375,31.044277
2200,2.4315128e-10,2.730951,33.38683
2300,8.7054897e-10,2.9146168,31.640661
2400,1.3466774e-09,3.1266131,31.112549
2500,1.3587469e-09,3.2029998,31.1345
2600,8.62201e-10,3.3618104,31.860495
2700,1.294211e-09,3.4723065,31.321175
2800,1.1975305e-09,3.6101837,31.489363
2900,2.3229862e-09,3.7121637,30.573633
3000,4.4383341e-10,3.815284,33.001053
3100,8.963239e-10,3.895763,32.017166
3200,9.111378e-11,3.995417,35.351887
3300,3.9594994e-12,4.1814775,39.941833
3400,4.777174e-10,4.565792,33.153988
3500,1.1011743e-09,4.6751695,31.983328
3600,9.057093e-10,4.697171,32.272026
3700,2.4422562e-09,4.8498607,30.887081
3800,7.9532825e-11,4.922194,35.84896
3900,5.638867e-11,5.073827,36.388878
4000,8.3523544e-10,5.296472,32.56213
4100,8.4946805e-10,5.627723,32.62527
4200,5.3185545e-10,5.66843,33.311195
4300,5.63122e-10,5.780714,33.25708
4400,6.8921846e-10,6.091628,33.04115
4500,7.1215567e-10,6.254877,33.03207
4600,1.4737651e-09,6.446066,32.026264
4700,3.373728e-10,6.776504,34.22548
4800,6.4406125e-10,7.1190276,33.36376
4900,2.9573055e-10,7.385359,34.539665
5000,2.3298874e-10,7.5092444,34.90769
5100,1.08887344e-10,7.6107297,36.02448
5200,5.5041227e-10,7.729385,33.70912
5300,1.7741186e-10,8.269706,35.440014
5400,3.795133e-10,8.710674,34.417915
5500,1.6589183e-09,8.847618,32.3124
5600,1.1641532e-09,9.229241,32.884285
5700,3.8173775e-10,9.729434,34.569054
5800,6.4563244e-10,10.383739,33.904823
5900,9.743228e-10,10.653969,33.3482
6000,1.11935794e-10,10.373708,36.43147
6100,6.9354833e-10,10.682318,33.842438
6200,8.0144125e-10,10.82038,33.652363
6300,2.1071411e-10,11.478081,35.664803
6400,4.3339599e-10,12.443012,34.74086
6500,4.9950866e-10,12.875657,34.585346
