0,4.399226e-09,0.15251586,25.047134
100,5.7893885e-09,0.15358135,24.661016
200,1.051194e-08,0.15388502,23.80332
300,2.4893438e-08,0.15289927,22.550312
400,9.233645e-08,0.1526095,20.65644
500,1.1729753e-08,0.152261,23.629871
600,4.229355e-08,0.15208226,21.77791
700,8.0416726e-08,0.1521164,20.851177
800,1.7894308e-10,0.15192963,29.661255
900,3.4642653e-09,0.1518351,25.38538
1000,1.8608148e-08,0.15164925,22.9583
1100,3.470518e-09,0.15153277,25.379904
1200,4.608563e-08,0.1514298,21.64783
1300,1.105127e-08,0.1514427,23.708057
1400,4.547246e-09,0.1513447,24.98827
1500,3.5306584e-08,0.15136795,22.03162
1600,8.6381306e-08,0.15126704,20.739876
1700,4.149797e-09,0.15123768,25.119202
1800,2.0713742e-08,0.15109555,22.79837
1900,1.6028025e-08,0.15113316,23.16872
2000,6.280942e-09,0.15107279,24.519688
2100,7.7605364e-08,0.15111682,20.893005
2200,8.6751015e-09,0.15107594,24.053818
2300,1.704575e-08,0.15097195,23.078365
2400,7.8853645e-08,0.15102877,20.869143
2500,1.01992555e-07,0.1510349,20.497986
2600,2.7265742e-08,0.1509731,22.4007
2700,2.7931037e-08,0.15090005,22.365221
2800,2.0395419e-09,0.1511569,26.143227
2900,4.642061e-09,0.15106903,24.955868
3000,6.7228484e-08,0.15088595,21.097883
3100,6.015398e-08,0.15098009,21.259195
3200,4.4917215e-08,0.15085538,21.679394
3300,1.264143e-07,0.15090166,20.187017
3400,3.2569915e-08,0.15088612,22.143417
3500,6.566552e-10,0.15090014,27.77581
3600,1.3083263e-07,0.15090472,20.137484
3700,1.75296e-08,0.1508452,23.036772
3800,4.816502e-08,0.15100412,21.5801
3900,3.0743195e-08,0.15099822,22.22776
4000,1.3354293e-07,0.1508879,20.107742
4100,2.9493094e-08,0.15087982,22.28652
4200,1.0913936e-11,0.15083405,33.686073
4300,4.346248e-09,0.15086396,25.048903
4400,1.524586e-08,0.15082996,23.238003
4500,3.558216e-08,0.15083617,22.015326
4600,5.189122e-08,0.15085591,21.471178
4700,3.5301582e-08,0.15084875,22.026867
4800,2.4775318e-08,0.1507072,22.53634
4900,1.5004844e-08,0.15079542,23.26066
5000,4.4468834e-08,0.1506188,21.691605
5100,2.1984306e-08,0.15063278,22.70806
5200,1.2805685e-09,0.15069747,26.810295
5300,1.8171704e-09,0.1507373,26.305767
5400,6.243954e-08,0.15071106,21.202822
5500,4.8662514e-08,0.15063621,21.561754
5600,3.6588972e-08,0.15067464,21.973524
5700,6.5540576e-08,0.15071866,21.132967
5800,1.7567743e-08,0.15073404,23.032574
5900,3.0584488e-08,0.1505502,22.230942
6000,9.387804e-09,0.15040788,23.933517
